Academic Year,Roll Number,Official School Name,Address 1,Address 2,Address 3,Address 4,Eircode,School Latitude,School Longitude,School Planning area,County,Local Authority,Principal Name,Email,Phone,Ethos/Religion,Post Primary School Type,Irish Classification - Post Primary,School Gender - Post Primary,Pupil Attendance Type,Fee Paying School (Y/N),Island Location (Y/N),Gaeltacht Area Location (Y/N),DEIS (Y/N),FEMALE,MALE,Total 2024-2025
2024.0,68387K,Blackrock Educate Together Secondary School,Tully Park,Cherrywood,Dublin 18,,,53.245437,-6.15497,Sallynoggin_Killiney_DLR,Dublin,Dun Laoghaire Rathdown,MR. DONAL EVOY,office@blackrocketss.ie,019120440,MULTI DENOMINATIONAL,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,76.0,109.0,185
2024.0,68405J,Coláiste Muire Máthair,St. Mary's Road,Galway,,,H91H7F8,53.271062,-9.067111,Galway City,Galway,Galway City Council,MS. ELIZABETH HERNON,principal@cmmg.ie,091 521984,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,294.0,471.0,765
2024.0,68425P,Coláiste Abhainn Rí,Callan North,Callan,,,R95N267,52.547748,-7.388513,Callan,Kilkenny,Kilkenny County Council,MR. ANTHONY LEAHY,principal@abhainnri.ie,0567813132,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,278.0,403.0,681
2024.0,68445V,St. Seton's Secondary School,Le Fanu Road,Ballyfermot,,Dublin 10,,53.344801,-6.354694,Ballyfermot_D10,Dublin,Dublin City Council,MS. SARAH GREEN,sgreen@stsetons.ie,01 626 4943,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,455.0,323.0,778
2024.0,68466G,High Cross College,North Campus,Currylea,Tuam,Co Galway,H54V260,53.517751,-8.850187,Tuam,Galway,Galway County Council,MS. NEASA COSGROVE,office@highcrosscollege.ie,09324575,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,809.0,18.0,827
2024.0,70010V,Balbriggan Community College,Pine Ridge,Chapel St.,Balbriggan,Co Dublin,K32HE19,53.611254,-6.188233,Balbriggan,Dublin,Fingal County Council,EMMETT SHERIDAN,emmetsheridan@balbriggancc.net,018412388,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,244.0,452.0,696
2024.0,70020B,Grange Community College,Grange Abbey Road,Donaghmede,Dublin 13,,D13NX25,53.40048,-6.157059,Donaghmede_Howth_D13,Dublin,Dublin City Council,GEORGINA DOWNES,grangeccadmin@ddletb.ie,018471422,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,274.0,252.0,526
2024.0,70021D,Coláiste de hÍde,Br Chaisleáin Thigh Mótháin,Tamhlacht,,Baile Atha Cliath 24,D24NP82,53.301247,-6.349295,Tallaght,Dublin,South Dublin County Council,CONCHUBHAIR MAC GLOINN,eolas@colaistedehide.ie,014513984,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,Y,145.0,122.0,267
2024.0,70040H,Deansrath Community College,Westbourne Rise,Clondalkin,Dublin 22,,D22RY77,53.324144,-6.42043,Clondalkin_D22,Dublin,South Dublin County Council,HELEN TAYLOR,info@deansrathcc.ie,014574144,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,164.0,261.0,425
2024.0,70041J,Collinstown Park Community College,Neilstown Rd.,Rowlagh,Clondalkin,Dublin 22,D22X458,53.341288,-6.396128,Palmerstown_Ronanstown_D20_22,Dublin,South Dublin County Council,MS PAULINE DUFFY,collinstown@collinstownpark.ie,014572300,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,281.0,334.0,615
2024.0,70042L,St. Kevin's Community College,Fonthill Road,Clondalkin,Dublin 22,,D22K314,53.352914,-6.405442,Lucan,Dublin,South Dublin County Council,TONY BARRY,admin@stkevinscc.ie,016266277,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,219.0,269.0,488
2024.0,70080T,Lucan Community College,Esker Drive,Lucan,Co Dublin,,K78TF67,53.34767,-6.449756,Lucan,Dublin,South Dublin County Council,DIANE BIRNIE,admin@lucancc.ie,016282077,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,449.0,517.0,966
2024.0,70081V,Rath Dara Community College,Rath Dara Community College,Blanchardstown Road North,Dublin 15,,D15P380,53.401924,-6.379346,Mulhuddart_Tyrrelstown_D15,Dublin,Fingal County Council,EMILY BOYLE,rcc@ddletb.ie,018201488,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,138.0,159.0,297
2024.0,70100W,Coláiste Chilliain,Bóthar Nangor,Cluain Dolcáin,Baile Atha Cliath 22,,D22EW08,53.323818,-6.402559,Clondalkin_D22,Dublin,South Dublin County Council,FEARGAL Ó GIOLLÁIN,eolas@colaistechilliain.ie,014574888,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,235.0,203.0,438
2024.0,70120F,St Finians Community College,Castlefarm,Swords,Co Dublin,,K67YN93,53.465233,-6.224601,Swords,Dublin,Fingal County Council,MS. PATRICIA KNIGHTLY,stfinians@ddletb.ie,018402623,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,310.0,351.0,661
2024.0,70121H,Fingal Community College,Seatown Road,Swords,Co Dublin,,K67E330,53.460697,-6.216778,Swords,Dublin,Fingal County Council,MARTINA DONNELLAN,mdonnellan@fingalcc.ie,018405829,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,401.0,465.0,866
2024.0,70130I,Greenhills College,Limekiln Avenue,Greenhills,Dublin 12,,D12DP8W,53.307199,-6.335139,Dolphin's Barn_D12,Dublin,South Dublin County Council,NOIRIN LANNON,admin@greenhillscollege.ie,014507779,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,,177.0,177
2024.0,70140L,Firhouse Community College,Firhouse Road,Dublin 24,,,D24HY03,53.276203,-6.348676,Firhouse_Oldbawn,Dublin,South Dublin County Council,SENAN NOLAN,firhousecc@ddletb.ie,014525807,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,407.0,417.0,824
2024.0,70141N,Mount Seskin Community College,Jobstown,Tallaght,Dublin 24,,D24K033,53.278795,-6.410178,Tallaght,Dublin,South Dublin County Council,AISLING RYAN,aishlingryan@ddletb.ie,014525788,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,162.0,165.0,327
2024.0,70150O,Cabra Community College,Kilkieran Road,Cabra,Dublin 7,,D07XC84,53.368768,-6.294265,Cabra_Phibsboro_D7,Dublin,Dublin City Council,MR NEIL FLATHERTY,info@cabracc.cdetb.ie,018389577,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,100.0,160.0,260
2024.0,70160R,Clogher Road Community College,Clogher Road,Crumlin,Dublin 12,,D12YP11,53.327314,-6.294598,Dolphin's Barn_D12,Dublin,Dublin City Council,LESLEY BYRNE,info@clogher.cdetb.ie,014536397,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,117.0,152.0,269
2024.0,70180A,Coláiste Eoin,Cappagh Road,Finglas West,Dublin 11,,D11AY65,53.388041,-6.309375,Scribblestown_FinglasWest,Dublin,Dublin City Council,NEIL DUNPHY,info@eoin.cdetb.ie,018341426,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,100.0,176.0,276
2024.0,70200D,Ringsend College,Cambridge Road,Ringsend,Dublin 4,,D04N227,53.343798,-6.224043,Dublin2_Dublin4,Dublin,Dublin City Council,JONATHAN WALKER,info@ringsend.cdetb.ie,016684498,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,128.0,82.0,210
2024.0,70240P,Kylemore College,Kylemore Road,Ballyfermot,Dublin 10,,D10RY73,53.345117,-6.351674,Ballyfermot_D10,Dublin,Dublin City Council,MS DEIRDRE NOLAN,info@kylemore.cdetb.ie,016265901,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,192.0,274.0,466
2024.0,70250S,Marino College,14-20 Marino Mart,Fairview,Dublin 3,,D03DR72,53.36441,-6.231585,Drumcondra_Marino_Dublin1,Dublin,Dublin City Council,LISA REID,info@marino.cdetb.ie,018332100,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,136.0,141.0,277
2024.0,70260V,St Mac Dara's Community College,St. Mac Dara's Community College,Wellington Lane,Templeogue,Dublin 6W,D6WEW83,53.2973,-6.327576,Dublin_6w,Dublin,South Dublin County Council,FRANCES GIBSON,info@stmacdaras.ie,014566216,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,472.0,429.0,901
2024.0,70321P,Ellenfield Community College,The Thatch Road,Whitehall,Dublin 9,,D09RHN3,53.384002,-6.240501,Beaumont_CoolockD5,Dublin,Dublin City Council,AISLING ROCHE,info@ecc.cdetb.ie,018375712,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,60.0,43.0,103
2024.0,70330Q,Coolock Community College,Clonshaugh Road,Coolock,Dublin 17,,D17KH66,53.396803,-6.213119,Beaumont_CoolockD5,Dublin,Dublin City Council,SARAH FERNS,info@coolockcc.cdetb.ie,018481337,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,89.0,103.0,192
2024.0,70350W,St Bricin's College,"Railway Road,","Belturbet,",Co. Cavan,,H14P896,54.099415,-7.443474,Belturbet,Cavan,Cavan County Council,MS JODY Ó'GALLACHÓIR,info@stbricinscollege.ie,0499522170,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,130.0,122.0,252
2024.0,70360C,St. Mogue's College,Bawnboy,Co Cavan,,,H14VW13,54.122298,-7.677955,Bawnboy,Cavan,Cavan County Council,ANN CONAGHAN,roisinneary@stmoguescollege.ie,0499523112,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,168.0,139.0,307
2024.0,70380I,Breifne College,Cootehill Rd,Cavan,Co Cavan,,H12H798,54.009567,-7.346224,Cavan,Cavan,Cavan County Council,BREEGE REILLY (ACTING),info@breifnecollege.ie,0494331735,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,504.0,389.0,893
2024.0,70390L,Virginia College,Virginia,Co Cavan,,,A82X224,53.831211,-7.084245,Virginia,Cavan,Cavan County Council,NIALL LYNCH,info@virginiacollege.ie,0498547050,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,397.0,447.0,844
2024.0,70400L,Borris College,Borris,Co Carlow,,,R95Y778,52.5972,-6.917788,Borris,Carlow,Carlow County Council,PAT COFFEY,pat.coffey@borriscollege.ie,0599773155,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,272.0,265.0,537
2024.0,70410O,Coláiste Eoin,Hacketstown,Co Carlow,,,R93CY86,52.861469,-6.553467,Hacketstown,Carlow,Carlow County Council,MR ALAN COSTELLO,info@ceh.ie,0596471198,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,185.0,180.0,365
2024.0,70420R,Tyndall College,Mortarstown,Kilkenny Road,Co. Carlow,,R93N5V2,52.818676,-6.943685,Carlow,Carlow,Carlow County Council,GERRY MCGILL,tyndall.info@kilkennycarlowetb.ie,0599182250,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,502.0,500.0,1002
2024.0,70430U,Coláiste Aindriú,Muine Bheag,Co Carlow,,,R21EH27,52.702143,-6.950729,Bagenalstown,Carlow,Carlow County Council,SHARON COFFEY,sarah.kennedy@colaisteaindriu.ie,0599721335,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,48.0,92.0,140
2024.0,70440A,Gaelcholáiste Cheatharlach,Easca,Ceatharlach,,,R93HY89,52.836841,-6.910891,Carlow,Carlow,Carlow County Council,ORLAGH NI FHADAN,eolas@gcc-cw.ie,0599132130,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,195.0,164.0,359
2024.0,70450D,Killarney Community College,New Road,Killarney,Co Kerry,V93NA48,V93NA48,52.062372,-9.519188,Killarney,Kerry,Kerry County Council,STELLA LOUGHNANE,admin@killarneycc.ie,0646632164,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,239.0,237.0,476
2024.0,70460G,Community College Killorglin,Killorglin,Co Kerry,,,V93PY05,52.099953,-9.784108,Killorglin_Milltown,Kerry,Kerry County Council,FIONA O'BRIEN,info@killorglincc.ie,0669761168,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,140.0,148.0,288
2024.0,70500P,Coláiste na Ríochta,"Upper Church St.,",Listowel,Co. Kerry,,V31WD34,52.448375,-9.479134,Listowel,Kerry,Kerry County Council,ISEULT GLYNN,info@colaistenariochta.ie,06821023,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,67.0,107.0,174
2024.0,70520V,Castleisland Community College,Tonbwee,Castleisland,Co.Kerry,,V92P528,52.227299,-9.456706,Castleisland,Kerry,Kerry County Council,TERESA LONERGAN,info@castleislandcc.com,0667141196,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,197.0,225.0,422
2024.0,70540E,Causeway Comprehensive School,Causeway,Tralee,Co Kerry,,V92EP46,52.411878,-9.736091,Causeway,Kerry,Kerry County Council,MR CATHAL FITZGERALD,admin@causewaycs.ie,0667131197,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,330.0,296.0,626
2024.0,70550H,Coláiste Gleann Lí Post Primary School,Clash Road,Tralee,,,V92XR81,52.272477,-9.686207,Tralee,Kerry,Kerry County Council,LIAM MCGILL,office@gleannli.ie,0667122552,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,141.0,167.0,308
2024.0,70560K,Gaelcholáiste Chiarraí,An Chluain Mhór,Trá Lí,Co Chiarraí,,V92V82V,52.266113,-9.69113,Tralee,Kerry,Kerry County Council,RUAIRÍ Ó CINNÉIDE,eolas@gcchiarrai.ie,0667121650,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,191.0,138.0,329
2024.0,70570N,Scoil Aireagail,Ballyhale,Co. Kilkenny,,,R95AH30,52.478746,-7.213059,Ballyhale,Kilkenny,Kilkenny County Council,HELEN MCTIGUE,info@scoilaireagail.ie,0567768632,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,86.0,111.0,197
2024.0,70590T,Duiske College,Graignamanagh,Co Kilkenny,,,R95RR94,52.539894,-6.957376,Graignamanagh,Kilkenny,Kilkenny County Council,JOHN MAYE,info@duiskecollege.ie,0599724177,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,71.0,68.0,139
2024.0,70600T,Coláiste Mhuire,Johnstown,Co Kilkenny,,,E41H978,52.744359,-7.559445,Johnstown,Kilkenny,Kilkenny County Council,MARTIN GLEESON,info@colaistemhuirekk.ie,0568831135,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,268.0,386.0,654
2024.0,70610W,City Vocational School,"New Street,",Kilkenny,,,R95HW74,52.647778,-7.254474,Kilkenny,Kilkenny,Kilkenny County Council,CATHY MCSORLEY,info@kcvs.ie,0567722108,MULTI DENOMINATIONAL,Vocational,Some pupils taught all subjects through Irish,Mixed,Day,N,N,N,Y,129.0,182.0,311
2024.0,70620C,Coláiste Cois Siúire,Mooncoin,Co Kilkenny,,,X91Y168,52.290332,-7.246717,Mooncoin,Kilkenny,Kilkenny County Council,CONOR POWER,info@colaistecoissiuire.ie,051895112,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,51.0,108.0,159
2024.0,70640I,Grennan College,Ladywell St,Thomastown,Co Kilkenny,,R95T959,52.5283,-7.142545,Thomastown,Kilkenny,Kilkenny County Council,SEAN OG O'SULLIVAN,info@grennancollege.ie,0567724112,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,150.0,184.0,334
2024.0,70641K,Coláiste Pobail Osraí,Bóthar Urmhumhan,Cill Chainnigh,,,R95X510,52.648783,-7.252869,Kilkenny,Kilkenny,Kilkenny County Council,CATHNIA Ó MUIRCHEARTAIGH,oifig@osrai.ie,0567764557,INTER DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,99.0,123.0,222
2024.0,70650L,Athy Community College,Tomard,Athy,Co Kildare,,R14KT50,53.001559,-6.986399,Athy,Kildare,Kildare County Council,RICHARD DALY,cennis@athycollege.ie,0598631795,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,312.0,343.0,655
2024.0,70660O,Curragh Community College,McSwiney Road,Curragh,Co Kildare,,R56FW68,53.147578,-6.833804,Curragh,Kildare,Kildare County Council,NESSA DOYLE,nessadoyle@kwetb.ie,045441809,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,154.0,146.0,300
2024.0,70670R,Colaiste Lorcain,Castledermot,Co. Kildare,,,R14X620,52.909025,-6.838199,Castledermot,Kildare,Kildare County Council,ERIC GAUGHRAN,info@colaistelorcain.com,0599144167,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,188.0,181.0,369
2024.0,70680U,St Conleth's Community College,Station Road,Newbridge,Co Kildare,,W12C432,53.182507,-6.800841,Newbridge,Kildare,Kildare County Council,PATRICIA O'BRIEN,admin@stconlethcc365.ie,045431417,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,393.0,360.0,753
2024.0,70691C,Confey Community College,Confey,Leixlip,Co Kildare,,W23VH66,53.373231,-6.498517,Leixlip,Kildare,Kildare County Council,MIKE O BYRNE,info@confeycollege.org,016245322,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,434.0,477.0,911
2024.0,70700A,Maynooth Post Primary School,Mariavilla,Moyglare Road,Maynooth,Co. Kildare,W23X6X8,53.384548,-6.596452,Maynooth,Kildare,Kildare County Council,MR. JOHNNY NEVIN,principal@mpps.ie,016286060,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,479.0,539.0,1018
2024.0,70710D,Piper's Hill College,Killashee,Naas,Co. Kildare,,W91RW14,53.195307,-6.669603,Naas,Kildare,Kildare County Council,MR. TOM MCDONALD,info@phcol.ie,045897885,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,486.0,560.0,1046
2024.0,70720G,St Farnan's Post Primary School,Prosperous,Co. Kildare,,,W91W520,53.286808,-6.7514,Prosperous_Clane,Kildare,Kildare County Council,MR ANDREW PURCELL,principal@stfarnans.ie,045868152,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,305.0,330.0,635
2024.0,70730J,Ardscoil Rath Iomgháin,Rathangan,Co Kildare,,,R51DA36,53.218076,-6.994439,Rathangan,Kildare,Kildare County Council,MR PAUL MURPHY,admin@ardscoilrathangan.ie,045528196,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,379.0,364.0,743
2024.0,70740M,Glenart College,Coolgreaney Rd,Arklow,Co Wicklow,,Y14YR52,52.796379,-6.174449,Arklow,Wicklow,Wicklow County Council,DAMIEN CLONEY,glenartcollege@kwetb.ie,040232149,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,289.0,340.0,629
2024.0,70750P,Scoil Chonglais,Baltinglass,Co Wicklow,,,W91H5XC,52.937899,-6.701157,Baltinglass,Wicklow,Wicklow County Council,PATRICK MAGUIRE,info@scoilchonglais.ie,0596481449,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,227.0,220.0,447
2024.0,70760S,Blessington Community College,Naas Rd,Blessington,Co Wicklow,,W91RD30,53.170294,-6.539432,Blessington,Wicklow,Wicklow County Council,MR KIERAN BURKE,blessingtoncc@kwetb.ie,045865170,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,384.0,331.0,715
2024.0,70790E,Coláiste Bhríde Carnew,Carnew,Arklow,Co Wicklow,,Y14WA00,52.709857,-6.501971,Carnew,Wicklow,Wicklow County Council,ANNA GAHAN,cbcarnew@kwetb.ie,0539426318,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,428.0,468.0,896
2024.0,70800E,St Kevin's Community College,Dunlavin,Co Wicklow,,,W91R971,53.054165,-6.696857,Dunlavin,Wicklow,Wicklow County Council,BRIAN DORAN,stkevinscc@kwetb.ie,045406000,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,388.0,415.0,803
2024.0,70810H,Avondale Community College,Rathdrum,Co Wicklow,,,A67RR26,52.934487,-6.236096,Rathdrum,Wicklow,Wicklow County Council,ELAINE FITZGERALD,AvondaleCC@kwetb.ie,040446445,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,300.0,324.0,624
2024.0,70821M,Coláiste Raithín,Bóthar Bhaile Átha Cliath,Bré,Co Chill Mhantain,,A98X3A3,53.210018,-6.108284,Bray,Wicklow,Wicklow County Council,DÉAGLÁN Ó LAOIRE,colaisteraithin@kwetb.ie,012865180,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,188.0,154.0,342
2024.0,70830N,Ennis Community College,Harmony Row,Ennis,Co Clare,,V95XD66,52.847187,-8.987691,Ennis,Clare,Clare County Council,JAMES O'SHAUGHNESSY,info@enniscc.ie,0656829432,MULTI DENOMINATIONAL,Vocational,Some pupils taught all subjects through Irish,Mixed,Day,N,N,N,Y,225.0,387.0,612
2024.0,70860W,St Michael's Community College,Kilmihil,Co Clare,,,V15TD30,52.724802,-9.321161,Kilmihill,Clare,Clare County Council,MS HELENA KEANE,stmichaelscckilmihil@lcetb.ie,0659050021,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,137.0,154.0,291
2024.0,70880F,St Joseph's Community College,Carrigaholt Road,Kilkee,Co. Clare,,V15EK83,52.674576,-9.650325,Kilkee,Clare,Clare County Council,MS AGNES HEHIR,kilkeecommunitycollege@lcetb.ie,0659056446,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,85.0,86.0,171
2024.0,70900I,Scariff Community College,Scariff Community College,Drewsborough,Scariff,Co Clare,V94Y9W2,52.902641,-8.53559,Scariff,Clare,Clare County Council,MS ANGELA MCNAMARA,scc@lcetb.ie,061921083,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,242.0,216.0,458
2024.0,70901K,St Anne's Community College,Killaloe,Co Clare,,,V94HP60,52.802557,-8.440781,Killaloe,Clare,Clare County Council,EUKARIA O'GRADY,eukaria.ogrady@lcetb.ie,061376257,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,366.0,353.0,719
2024.0,70910L,St. Brogan's College,Kilbrogan,Bandon,Co Cork,,P72X259,51.753663,-8.737996,Bandon,Cork,Cork County Council,MS HELEN CADOGAN,admin@sbc.ie,0238841120,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,424.0,437.0,861
2024.0,70920O,Colaiste Ghobnatan,Baile Mhic Ire,Machromtha,Co Chorcaí,,P12X239,51.939244,-9.155703,Ballyvorney,Cork,Cork County Council,GEARÓID Ó CREIMÍN,oifig@colaisteghobnatan.ie,02645058,INTER DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,Y,N,108.0,116.0,224
2024.0,70931T,Scoil Mhuire,Béal Atha'n Ghaorthaidh,Co Chorcaí,,,P12YP62,51.84893,-9.234746,Ballingeary,Cork,Cork County Council,MR SEAN ÓG Ó DUINNÍN,oifig.scoilmhuire@corketb.ie,02647050,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,Y,N,53.0,53.0,106
2024.0,70950A,Clonakilty Community College,Clonakilty,Co Cork,,,P85E099,51.624811,-8.887062,Clonakilty,Cork,Cork County Council,TOMMY BROWN,office@clonakiltycc.ie,0238833877,INTER DENOMINATIONAL,Vocational,Some pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,92.0,608.0,700
2024.0,70960D,Coachford College,Coachford,Co Cork,,,P12DY92,51.911887,-8.793481,Coachford,Cork,Cork County Council,AINE MARIE NI FHAOLAIN,info@office.coachfordcollege.ie,0217334113,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,416.0,435.0,851
2024.0,70970G,Carrignafoy Community College,Carrignafoy,Cobh,Co. Cork,,P24WR29,51.855105,-8.286554,Cobh,Cork,Cork County Council,TRACEY KENNEDY,cobhcc@corketb.ie,0214811325,MULTI DENOMINATIONAL,Vocational,Some pupils taught some subjects through Irish,Mixed,Day,N,N,N,Y,183.0,173.0,356
2024.0,70990M,Coláiste an Chraoibhín,Duntaheen Road,Fermoy,Co Cork,,P61VX78,52.135174,-8.285294,Fermoy,Cork,Cork County Council,ROSE DESMOND (ACTING PRINCIPAL),rose.desmond@corketb.ie,02531633,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,447.0,475.0,922
2024.0,71000A,Coláiste Treasa,Kanturk,Co Cork,,,P51A521,52.17781,-8.901289,Kanturk,Cork,Cork County Council,VERONICA WALSH(ACTING),colaiste.treasa@corketb.ie,02950062,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,309.0,318.0,627
2024.0,71020G,Davis College,Summerhill,Mallow,Co Cork,,P51H589,52.125035,-8.641436,Mallow,Cork,Cork County Council,STEPHEN GILBERT,admin@daviscollege.ie,022 21173,MULTI DENOMINATIONAL,Vocational,Some pupils taught some subjects through Irish,Mixed,Day,N,N,N,Y,406.0,604.0,1010
2024.0,71030J,McEgan College,Macroom,Co Cork,,,P12E291,51.904961,-8.961553,Macroom,Cork,Cork County Council,MS PATRICIA LYNAM,mceganoffice@corketb.ie,02641076,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,141.0,131.0,272
2024.0,71040M,Coláiste Fionnchua,Mitchelstown,Mallow,Co.Cork,,P67AK37,52.264892,-8.262391,Mitchelstown,Cork,Cork County Council,AOIFE O'KEEFFE,colaistefionnchua@corketb.ie,02524314,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,222.0,188.0,410
